date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
12/20/2013 21:00,None,292,86,1,302,9,9,264.86,0,0,64,Clouds,broken clouds,2757
12/20/2013 22:00,None,116,71,0,90,9,9,264.85,0,0,64,Clouds,broken clouds,2736
12/20/2013 23:00,None,164,85,1,302,5,5,264.71,0,0,64,Clouds,broken clouds,1831
12/21/2013 0:00,None,241,82,1,179,2,2,265.09,0,0,64,Clouds,broken clouds,1042
12/21/2013 1:00,None,93,68,1,302,1,1,264.9,0,0,64,Clouds,broken clouds,685
12/21/2013 2:00,None,85,68,1,302,9,9,265.07,0,0,64,Clouds,broken clouds,518
12/21/2013 3:00,None,270,68,1,302,9,9,264.76,0,0,64,Snow,light snow,336
12/21/2013 4:00,None,239,88,1,302,7,7,264.66,0,0,64,Clouds,broken clouds,389
12/21/2013 5:00,None,281,68,1,302,5,5,264.6,0,0,64,Clouds,broken clouds,724
12/21/2013 6:00,None,230,92,0,205,7,7,264.67,0,0,64,Clouds,broken clouds,1197
12/21/2013 7:00,None,190,90,1,302,7,7,264.58,0,0,64,Clouds,broken clouds,1749
12/21/2013 8:00,None,211,68,1,302,7,7,264.63,0,0,64,Clouds,broken clouds,2646
12/21/2013 9:00,None,294,68,1,302,5,5,264.93,0,0,64,Clouds,broken clouds,3307
12/21/2013 10:00,None,127,91,1,302,8,8,265.65,0,0,64,Snow,light snow,3822
12/21/2013 11:00,None,126,94,1,302,8,8,266.06,0,0,64,Clouds,broken clouds,4302
12/21/2013 12:00,None,206,95,1,302,8,8,267.09,0,0,64,Snow,light snow,4554
12/21/2013 13:00,None,203,68,1,302,7,7,267.3,0,0,64,Snow,light snow,4403
12/21/2013 14:00,None,113,68,2,169,6,6,267.37,0,0,64,Snow,light snow,4535
12/21/2013 15:00,None,183,68,2,155,6,6,267.53,0,0,64,Snow,light snow,4634
12/21/2013 16:00,None,112,68,1,302,3,3,267.5,0,0,64,Snow,light snow,4751
12/21/2013 17:00,None,18,68,1,180,9,9,266.81,0,0,90,Snow,light snow,4526
12/21/2013 19:00,None,173,68,0,170,7,7,266.47,0,0,64,Clouds,broken clouds,3134
12/21/2013 20:00,None,14,85,2,202,9,9,266.01,0,0,64,Snow,light snow,2777
12/21/2013 21:00,None,98,68,1,292,1,1,265.81,0,0,64,Snow,light snow,2747
12/21/2013 22:00,None,187,72,1,302,8,8,265.19,0,0,64,Snow,light snow,2492
12/21/2013 23:00,None,293,68,0,188,8,8,264.73,0,0,64,Clouds,broken clouds,1727
12/22/2013 0:00,None,36,68,3,250,3,3,263.63,0,0,64,Clouds,broken clouds,1098
12/22/2013 1:00,None,184,75,1,302,4,4,263.41,0,0,64,Clouds,broken clouds,765
12/22/2013 2:00,None,170,71,1,297,5,5,263.53,0,0,64,Snow,light snow,541
12/22/2013 3:00,None,124,68,0,292,4,4,263.83,0,0,64,Snow,light snow,323
12/22/2013 4:00,None,106,89,1,302,1,1,263.93,0,0,64,Snow,light snow,272
12/22/2013 6:00,None,175,90,1,302,2,2,264.03,0,0,64,Snow,light snow,785
12/22/2013 7:00,None,145,91,1,302,2,2,264.43,0,0,64,Snow,light snow,1009
12/22/2013 8:00,None,173,77,1,272,7,7,264.68,0,0,64,Snow,light snow,1600
12/22/2013 9:00,None,211,95,1,302,2,2,264.93,0,0,64,Snow,light snow,2491
12/22/2013 10:00,None,178,68,0,238,3,3,266.62,0,0,64,Clouds,broken clouds,3163
12/22/2013 11:00,None,145,92,1,302,1,1,265.65,0,0,90,Snow,light snow,3371
12/22/2013 13:00,None,167,68,1,233,1,1,265.78,0,0,64,Snow,light snow,3627
12/22/2013 14:00,None,236,68,1,302,8,8,266.04,0,0,64,Clouds,broken clouds,3522
12/22/2013 15:00,None,281,68,1,302,1,1,265.59,0,0,64,Clouds,broken clouds,3846
12/22/2013 16:00,None,59,93,1,302,6,6,264.62,0,0,64,Snow,light snow,3812
12/22/2013 17:00,None,11,84,1,302,3,3,262.87,0,0,64,Snow,light snow,3273
12/22/2013 19:00,None,84,100,3,150,5,5,261.69,0,0,64,Snow,light snow,2471
12/22/2013 20:00,None,256,68,0,180,9,9,261.43,0,0,64,Snow,light snow,2219
12/22/2013 21:00,None,224,93,1,302,9,9,260.72,0,0,64,Snow,light snow,2111
12/22/2013 22:00,None,239,92,1,302,7,7,260.11,0,0,64,Snow,light snow,1796
12/22/2013 23:00,None,251,68,1,216,6,6,259.77,0,0,64,Snow,light snow,1002
12/22/2013 23:00,None,197,68,1,211,1,1,259.77,0,0,64,Mist,mist,1002
12/23/2013 0:00,None,138,65,3,138,9,9,258.84,0,0,64,Snow,light snow,555
12/23/2013 0:00,None,106,67,1,235,9,9,258.84,0,0,64,Mist,mist,555
12/23/2013 1:00,None,174,70,1,302,9,9,257.82,0,0,64,Snow,light snow,362
12/23/2013 1:00,None,186,75,1,302,8,8,257.82,0,0,64,Mist,mist,362
12/23/2013 2:00,None,126,71,3,311,3,3,257.33,0,0,64,Snow,light snow,278
12/23/2013 2:00,None,219,68,4,320,1,1,257.33,0,0,64,Mist,mist,278
12/23/2013 3:00,None,282,68,4,320,1,1,256.7,0,0,64,Snow,light snow,351
12/23/2013 3:00,None,60,68,6,346,9,9,256.7,0,0,64,Mist,mist,351
12/23/2013 4:00,None,274,86,4,341,8,8,256.28,0,0,64,Snow,light snow,644
12/23/2013 5:00,None,73,88,4,316,4,4,256.25,0,0,64,Snow,light snow,2050
12/23/2013 6:00,None,238,84,2,309,9,9,256.09,0,0,64,Snow,light snow,3983
12/23/2013 7:00,None,246,82,3,344,3,3,255.81,0,0,90,Snow,light snow,4640
12/23/2013 8:00,None,234,68,2,0,4,4,254.87,0,0,64,Snow,light snow,4256
12/23/2013 9:00,None,126,68,1,355,9,9,254.41,0,0,64,Snow,light snow,4314
12/23/2013 9:00,None,259,79,4,271,8,8,254.41,0,0,64,Haze,haze,4314
12/23/2013 10:00,None,79,77,2,326,6,6,255.18,0,0,64,Snow,light snow,4344
12/23/2013 11:00,None,44,68,2,315,9,9,255.38,0,0,64,Clouds,broken clouds,4792
12/23/2013 12:00,None,282,57,5,0,9,9,255.91,0,0,64,Snow,light snow,4769
12/23/2013 13:00,None,53,68,0,337,3,3,256.14,0,0,64,Snow,light snow,4978
12/23/2013 14:00,None,116,64,8,330,3,3,256.13,0,0,64,Haze,haze,5211
12/23/2013 15:00,None,238,63,4,330,3,3,255.98,0,0,64,Snow,light snow,5294
12/23/2013 16:00,None,261,56,3,326,1,1,255.21,0,0,64,Clouds,broken clouds,5287
12/23/2013 17:00,None,53,49,1,323,5,5,255.36,0,0,64,Clouds,broken clouds,4596
12/23/2013 19:00,None,58,68,0,50,1,1,255.18,0,0,64,Clouds,broken clouds,2790
12/23/2013 20:00,None,69,44,1,317,1,1,254.89,0,0,64,Clouds,broken clouds,2183
12/23/2013 21:00,None,267,59,1,317,3,3,252.38,0,0,90,Clouds,overcast clouds,2099
12/23/2013 22:00,None,74,53,3,280,4,4,250.12,0,0,90,Clouds,overcast clouds,1660
12/23/2013 23:00,None,123,52,2,270,2,2,249.45,0,0,40,Clouds,scattered clouds,1148
12/24/2013 0:00,None,268,57,3,270,4,4,249.94,0,0,1,Clear,sky is clear,667
12/24/2013 1:00,None,171,63,2,270,4,4,249.08,0,0,1,Clear,sky is clear,416
12/24/2013 2:00,None,173,57,2,260,2,2,251.15,0,0,1,Clear,sky is clear,288
12/24/2013 3:00,None,24,69,2,280,6,6,250.15,0,0,1,Clear,sky is clear,258
12/24/2013 4:00,None,46,69,1,250,8,8,250.15,0,0,1,Clear,sky is clear,480
12/24/2013 5:00,None,147,76,1,220,3,3,249.15,0,0,20,Snow,light snow,1342
12/24/2013 5:00,None,274,76,1,302,2,2,249.15,0,0,20,Haze,haze,1342
12/24/2013 6:00,None,55,76,1,302,5,5,249.15,0,0,1,Clear,sky is clear,2691
12/24/2013 8:00,None,115,76,1,302,4,4,247.15,0,0,1,Clear,sky is clear,2545
12/24/2013 9:00,None,90,76,1,302,8,8,249.8,0,0,1,Clear,sky is clear,2886
12/24/2013 11:00,None,283,76,1,302,7,7,254.56,0,0,64,Clouds,broken clouds,3904
12/24/2013 12:00,None,122,76,1,302,4,4,256.27,0,0,64,Clouds,broken clouds,4324
12/24/2013 13:00,None,217,76,1,302,2,2,257.92,0,0,64,Clouds,broken clouds,4098
12/24/2013 14:00,None,250,76,1,302,8,8,259.3,0,0,64,Clouds,broken clouds,4199
12/24/2013 15:00,None,98,76,3,80,8,8,260.25,0,0,64,Snow,light snow,4145
12/24/2013 16:00,None,192,76,1,130,8,8,260.79,0,0,64,Snow,light snow,4037
12/24/2013 17:00,None,281,70,3,160,1,1,260.57,0,0,90,Snow,snow,3196
12/24/2013 19:00,None,264,77,2,120,7,7,260.37,0,0,64,Snow,snow,1657
12/24/2013 19:00,None,254,70,2,100,8,8,260.37,0,0,64,Mist,mist,1657
12/24/2013 19:00,None,277,70,1,130,8,8,260.37,0,0,64,Fog,fog,1657
12/24/2013 20:00,None,108,77,1,302,8,8,259.98,0.76,0,64,Rain,light rain,1978
12/24/2013 20:00,None,68,77,1,100,4,4,259.98,0.76,0,64,Snow,light snow,1978
12/24/2013 20:00,None,82,70,1,80,3,3,259.98,0.76,0,64,Mist,mist,1978
12/24/2013 21:00,None,121,84,1,302,8,8,260.1,1.27,0,90,Rain,moderate rain,2221
12/24/2013 21:00,None,174,88,1,68,4,4,260.1,1.27,0,90,Snow,snow,2221
12/24/2013 21:00,None,297,68,1,302,9,9,260.1,1.27,0,90,Mist,mist,2221
12/24/2013 22:00,None,220,68,1,111,9,9,260.07,0.76,0,64,Rain,light rain,2010
12/24/2013 22:00,None,31,68,1,302,8,8,260.07,0.76,0,64,Snow,snow,2010
12/24/2013 22:00,None,92,84,2,280,9,9,260.07,0.76,0,64,Mist,mist,2010
12/24/2013 23:00,None,251,77,1,302,1,1,259.97,1.02,0,64,Rain,moderate rain,1375
12/24/2013 23:00,None,21,73,1,302,2,2,259.97,1.02,0,64,Mist,mist,1375
12/25/2013 0:00,Christmas Day,14,91,1,270,6,6,260.17,0.25,0,64,Rain,light rain,712
12/25/2013 1:00,None,291,83,1,270,9,9,260.65,0,0,64,Clouds,broken clouds,549
12/25/2013 2:00,None,125,83,2,270,5,5,261,0,0,64,Clouds,broken clouds,282
12/25/2013 3:00,None,29,76,2,270,3,3,261.28,0,0,64,Snow,snow,164
12/25/2013 4:00,None,198,83,1,302,5,5,261.63,0,0,64,Clouds,broken clouds,176
12/25/2013 5:00,None,145,83,2,320,6,6,262.24,0,0,64,Clouds,broken clouds,259
12/25/2013 6:00,None,67,76,1,210,6,6,262.75,0,0,64,Snow,light snow,462
12/25/2013 6:00,None,182,83,2,250,3,3,262.75,0,0,64,Mist,mist,462
12/25/2013 7:00,None,202,83,2,270,3,3,263.33,0,0,64,Snow,snow,538
12/25/2013 7:00,None,14,83,1,330,4,4,263.33,0,0,64,Mist,mist,538
12/25/2013 8:00,None,168,76,1,330,6,6,263.71,0,0,64,Snow,light snow,675
12/25/2013 8:00,None,288,72,1,316,1,1,263.71,0,0,64,Mist,mist,675
12/25/2013 9:00,None,149,68,1,302,6,6,264.16,0,0,64,Mist,mist,1174
12/25/2013 9:00,None,13,68,0,337,4,4,264.16,0,0,64,Snow,light snow,1174
12/25/2013 10:00,None,84,72,1,302,5,5,264.96,0,0,64,Haze,haze,1685
12/25/2013 10:00,None,243,63,2,350,7,7,264.96,0,0,64,Mist,mist,1685
12/25/2013 10:00,None,113,63,2,340,3,3,264.96,0,0,64,Snow,light snow,1685
12/25/2013 11:00,None,146,64,3,360,1,1,265.93,0,0,64,Snow,light snow,2089
12/25/2013 11:00,None,291,69,1,302,7,7,265.93,0,0,64,Mist,mist,2089
12/25/2013 12:00,None,240,83,1,302,6,6,267.56,0,0,64,Mist,mist,2397
12/25/2013 13:00,None,292,76,1,10,2,2,269.1,0,0,90,Haze,haze,2546
12/25/2013 13:00,None,247,76,1,40,6,6,269.1,0,0,90,Mist,mist,2546
12/25/2013 14:00,None,244,69,1,50,5,5,269.18,0.25,0,64,Rain,light rain,2683
12/25/2013 14:00,None,199,63,3,30,6,6,269.18,0.25,0,64,Haze,haze,2683
12/25/2013 14:00,None,187,63,2,40,7,7,269.18,0.25,0,64,Snow,light snow,2683
12/25/2013 15:00,None,231,63,2,20,5,5,268.43,0.51,0,64,Rain,light rain,2666
12/25/2013 16:00,None,223,69,3,30,9,9,267.48,0,0,64,Clouds,broken clouds,2699
12/25/2013 17:00,None,222,63,2,70,8,8,265.41,0,0,64,Clouds,broken clouds,2735
12/25/2013 19:00,None,102,69,2,10,5,5,263.92,0,0,64,Clouds,broken clouds,2713
12/25/2013 20:00,None,55,69,2,20,3,3,262.89,0,0,90,Clouds,overcast clouds,2675
12/25/2013 22:00,None,264,63,3,30,6,6,262.73,0,0,64,Clouds,broken clouds,1750
12/25/2013 23:00,None,200,70,2,10,9,9,263,0,0,64,Snow,light snow,1035
12/26/2013 0:00,None,154,63,3,30,3,3,263.39,0,0,64,Snow,light snow,584
12/26/2013 1:00,None,113,66,3,20,2,2,263.39,0,0,64,Snow,light snow,326
12/26/2013 2:00,None,73,70,2,10,6,6,263.49,0,0,64,Snow,light snow,247
12/26/2013 3:00,None,166,68,1,302,7,7,263.62,0,0,64,Snow,light snow,308
12/26/2013 4:00,None,137,68,0,44,1,1,263.49,0,0,64,Snow,light snow,583
12/26/2013 5:00,None,33,68,0,11,3,3,263.34,0,0,64,Clouds,broken clouds,1908
12/26/2013 6:00,None,134,68,0,68,8,8,262.75,0,0,64,Clouds,broken clouds,3764
12/26/2013 7:00,None,184,68,0,30,4,4,262.07,0,0,64,Clouds,broken clouds,3861
12/26/2013 8:00,None,110,68,1,302,5,5,262.11,0,0,64,Clouds,broken clouds,3554
12/26/2013 9:00,None,60,68,1,302,4,4,263.22,0,0,64,Snow,light snow,3289
12/26/2013 10:00,None,267,68,1,302,6,6,264.84,0,0,64,Snow,light snow,3464
12/26/2013 11:00,None,158,71,1,302,5,5,266.77,0,0,64,Clouds,broken clouds,4017
12/26/2013 12:00,None,177,69,1,302,6,6,267.9,0,0,64,Snow,light snow,4203
12/26/2013 13:00,None,114,68,1,302,2,2,268.64,0,0,64,Snow,light snow,4534
12/26/2013 13:00,None,78,68,0,21,2,2,268.64,0,0,64,Mist,mist,4534
12/26/2013 14:00,None,44,64,2,350,1,1,269.18,0,0,64,Snow,light snow,4874
12/26/2013 14:00,None,172,64,2,180,4,4,269.18,0,0,64,Mist,mist,4874
12/26/2013 15:00,None,217,64,2,10,4,4,269.18,0,0,64,Snow,light snow,4965
12/26/2013 16:00,None,162,64,2,360,3,3,269.35,0,0,64,Clouds,broken clouds,5135
12/26/2013 18:00,None,89,63,2,350,7,7,268.87,0,0,64,Clouds,broken clouds,3468
12/26/2013 19:00,None,40,69,2,340,8,8,268.81,0,0,64,Clouds,broken clouds,2696
12/26/2013 20:00,None,234,76,1,302,8,8,268.77,0,0,64,Clouds,broken clouds,2229
12/26/2013 21:00,None,264,75,1,330,9,9,267.81,0,0,64,Clouds,broken clouds,2169
12/26/2013 22:00,None,218,69,1,302,1,1,266.48,0,0,64,Fog,fog,2019
12/26/2013 23:00,None,189,63,2,330,3,3,265.44,0,0,64,Mist,mist,1195
12/27/2013 0:00,None,153,44,1,327,4,4,264.62,0,0,64,Fog,fog,690
12/27/2013 0:00,None,239,63,2,320,2,2,264.62,0,0,64,Mist,mist,690
12/27/2013 1:00,None,73,68,0,315,2,2,262.28,0,0,64,Haze,haze,417
12/27/2013 1:00,None,49,68,0,307,4,4,262.28,0,0,64,Fog,fog,417
12/27/2013 1:00,None,252,68,0,326,9,9,262.28,0,0,64,Mist,mist,417
12/27/2013 2:00,None,254,68,0,294,7,7,262.31,0,0,64,Mist,mist,308
12/27/2013 2:00,None,106,68,3,313,9,9,262.31,0,0,64,Fog,fog,308
12/27/2013 3:00,None,154,53,1,302,6,6,262.76,0,0,64,Fog,fog,333
12/27/2013 3:00,None,65,48,1,302,8,8,262.76,0,0,64,Mist,mist,333
12/27/2013 4:00,None,39,69,1,302,7,7,263.66,0,0,64,Mist,mist,628
12/27/2013 5:00,None,117,76,1,302,6,6,265.83,0,0,64,Mist,mist,2008
12/27/2013 6:00,None,223,76,1,302,6,6,266.98,0,0,64,Mist,mist,4012
12/27/2013 7:00,None,230,76,1,302,2,2,267.53,0,0,64,Mist,mist,4037
12/27/2013 8:00,None,113,76,1,302,7,7,267.79,0,0,64,Clouds,broken clouds,3943
12/27/2013 9:00,None,190,72,1,302,2,2,268.69,0,0,64,Mist,mist,3734
12/27/2013 10:00,None,136,68,1,302,1,1,270.63,0,0,64,Clouds,broken clouds,3900
12/27/2013 11:00,None,207,76,2,140,6,6,271.94,0,0,64,Clouds,broken clouds,4555
12/27/2013 12:00,None,42,76,3,130,5,5,274.25,0,0,64,Clouds,broken clouds,4809
12/27/2013 13:00,None,243,69,4,150,2,2,275.5,0.41,0,64,Rain,light rain,5012
12/27/2013 14:00,None,45,70,5,160,3,3,276.76,0.79,0,64,Rain,light rain,5224
12/27/2013 15:00,None,27,69,3,170,5,5,277.05,1.06,0,64,Rain,moderate rain,5268
12/27/2013 16:00,None,241,68,2,180,8,8,276.81,0.95,0,64,Rain,light rain,5785
12/27/2013 17:00,None,275,68,7,139,2,2,275.41,0.34,0,64,Rain,light rain,5183
12/27/2013 19:00,None,58,68,1,174,1,1,274.7,0.25,0,64,Rain,light rain,3143
12/27/2013 20:00,None,67,68,2,206,1,1,274.32,0.25,0,64,Rain,light rain,2483
12/27/2013 22:00,None,160,68,3,180,6,6,271.81,0,0,64,Clouds,broken clouds,2431
12/28/2013 0:00,None,144,84,3,179,4,4,271.06,0,0,64,Mist,mist,951
12/28/2013 0:00,None,133,68,2,202,5,5,271.06,0,0,64,Fog,fog,951
12/28/2013 1:00,None,192,70,2,135,3,3,270.11,0,0,64,Mist,mist,624
12/28/2013 1:00,None,214,68,6,157,7,7,270.11,0,0,64,Fog,fog,624
12/28/2013 2:00,None,156,68,6,157,3,3,269.42,0,0,64,Mist,mist,514
12/28/2013 2:00,None,118,90,0,185,6,6,269.42,0,0,64,Fog,fog,514
12/28/2013 3:00,None,159,68,5,164,5,5,269.43,0,0,64,Fog,fog,338
12/28/2013 3:00,None,242,80,0,182,8,8,269.43,0,0,64,Mist,mist,338
12/28/2013 4:00,None,276,73,6,170,8,8,269.11,0,0,64,Fog,fog,323
12/28/2013 4:00,None,140,68,6,180,6,6,269.11,0,0,64,Mist,mist,323
12/28/2013 5:00,None,156,68,2,180,5,5,268.9,0,0,64,Fog,fog,688
12/28/2013 5:00,None,100,74,2,180,9,9,268.9,0,0,64,Mist,mist,688
12/28/2013 6:00,None,228,68,4,174,4,4,268.86,0,0,64,Mist,mist,1092
12/28/2013 6:00,None,43,68,0,211,1,1,268.86,0,0,64,Fog,fog,1092
12/28/2013 7:00,None,20,68,0,180,8,8,269,0,0,64,Mist,mist,1380
12/28/2013 8:00,None,270,68,0,180,9,9,269.37,0,0,75,Mist,mist,1821
12/28/2013 8:00,None,80,68,1,290,5,5,269.37,0,0,75,Fog,fog,1821
12/28/2013 9:00,None,173,68,3,270,5,5,269.59,0,0,64,Fog,fog,2559
12/28/2013 10:00,None,270,85,2,324,1,1,270.68,0,0,64,Fog,fog,3135
12/28/2013 11:00,None,193,68,3,320,5,5,273.45,0,0,64,Mist,mist,3544
12/28/2013 12:00,None,142,75,1,355,4,4,276.63,0.25,0,64,Rain,light rain,3896
12/28/2013 13:00,None,292,68,1,292,3,3,278.52,1.07,0,64,Rain,moderate rain,4162
12/28/2013 14:00,None,243,68,2,292,7,7,279.64,0.91,0,64,Rain,light rain,4077
12/28/2013 15:00,None,24,68,2,292,8,8,279.32,1.41,0,64,Rain,moderate rain,4424
12/28/2013 16:00,None,114,68,1,319,3,3,278.65,0.91,0,64,Rain,light rain,4451
12/28/2013 17:00,None,29,68,2,292,6,6,275.45,0.25,0,64,Rain,light rain,4334
12/28/2013 17:00,None,257,68,4,291,2,2,275.45,0.25,0,64,Mist,mist,4334
12/28/2013 19:00,None,171,68,2,315,7,7,272.76,0.25,0,64,Rain,light rain,3206
12/28/2013 19:00,None,136,68,1,297,9,9,272.76,0.25,0,64,Mist,mist,3206
12/28/2013 20:00,None,43,68,4,291,3,3,272.32,0.25,0,64,Rain,light rain,2652
12/28/2013 20:00,None,124,68,3,287,3,3,272.32,0.25,0,64,Mist,mist,2652
12/28/2013 21:00,None,228,68,2,283,2,2,272.24,0,0,64,Clouds,broken clouds,2484
12/28/2013 22:00,None,251,45,2,315,1,1,270.82,0,0,64,Mist,mist,2375
12/28/2013 23:00,None,30,68,1,307,1,1,269.11,0.25,0,64,Rain,light rain,1555
12/28/2013 23:00,None,234,71,1,338,2,2,269.11,0.25,0,64,Mist,mist,1555
12/29/2013 0:00,None,176,68,1,292,2,2,266.7,0,0,64,Mist,mist,1057
12/29/2013 0:00,None,181,64,4,300,9,9,266.7,0,0,64,Snow,light snow,1057
12/29/2013 1:00,None,173,76,3,300,6,6,264.69,0,0,64,Clouds,broken clouds,724
12/29/2013 2:00,None,226,69,3,290,7,7,263.06,0,0,64,Clouds,broken clouds,521
12/29/2013 3:00,None,208,69,4,300,2,2,262.21,0,0,64,Clouds,broken clouds,328
12/29/2013 4:00,None,59,69,3,300,7,7,260.54,0,0,64,Clouds,broken clouds,300
12/29/2013 5:00,None,289,69,4,300,1,1,258.9,0,0,64,Clouds,broken clouds,484
12/29/2013 6:00,None,68,69,3,300,5,5,257.43,0,0,64,Clouds,broken clouds,716
12/29/2013 7:00,None,182,75,2,280,1,1,256.66,0,0,64,Clouds,broken clouds,930
12/29/2013 8:00,None,163,76,3,290,3,3,255.43,0,0,64,Clouds,broken clouds,1382
12/29/2013 9:00,None,231,69,3,270,3,3,253.85,0,0,20,Clouds,few clouds,2261
12/29/2013 10:00,None,228,63,4,280,1,1,253.6,0,0,90,Clouds,overcast clouds,3426
12/29/2013 12:00,None,92,63,4,300,8,8,254.63,0,0,64,Clouds,broken clouds,3167
12/29/2013 13:00,None,276,58,5,300,9,9,254.93,0,0,64,Clouds,broken clouds,3430
12/29/2013 14:00,None,137,58,5,270,5,5,255.19,0,0,64,Clouds,broken clouds,3457
12/29/2013 15:00,None,195,58,7,300,8,8,255.4,0,0,64,Clouds,broken clouds,3769
12/29/2013 16:00,None,239,58,7,310,8,8,252.15,0,0,1,Clear,sky is clear,3703
12/29/2013 17:00,None,281,63,5,280,2,2,250.8,0,0,1,Clear,sky is clear,3333
12/29/2013 18:00,None,10,63,5,310,5,5,249.8,0,0,1,Clear,sky is clear,2871
12/29/2013 19:00,None,24,63,5,300,2,2,249.15,0,0,1,Clear,sky is clear,2552
12/29/2013 20:00,None,89,68,7,310,8,8,249.44,0,0,5,Clear,sky is clear,2067
12/29/2013 21:00,None,183,68,4,306,3,3,248.14,0,0,1,Clear,sky is clear,2494
12/29/2013 22:00,None,41,68,1,302,3,3,248.63,0,0,1,Clear,sky is clear,2618
12/29/2013 23:00,None,48,68,1,302,3,3,248.13,0,0,1,Clear,sky is clear,1083
12/30/2013 0:00,None,202,68,1,302,4,4,249.15,0,0,1,Clear,sky is clear,551
12/30/2013 1:00,None,249,68,1,302,9,9,249.15,0,0,1,Clear,sky is clear,355
12/30/2013 2:00,None,82,68,1,302,3,3,248.13,0,0,1,Clear,sky is clear,290
12/30/2013 3:00,None,102,68,1,302,8,8,248.13,0,0,1,Clear,sky is clear,256
12/30/2013 4:00,None,98,68,1,302,9,9,249.15,0,0,1,Clear,sky is clear,627
12/30/2013 5:00,None,263,68,1,302,9,9,249.15,0,0,1,Clear,sky is clear,2107
12/30/2013 6:00,None,243,68,1,302,8,8,248.48,0,0,1,Clear,sky is clear,4596
12/30/2013 7:00,None,148,68,1,302,1,1,249.47,0,0,90,Clouds,overcast clouds,4855
12/30/2013 8:00,None,207,68,1,302,5,5,250.47,0,0,90,Clouds,overcast clouds,4385
12/30/2013 9:00,None,299,68,1,302,4,4,251.11,0,0,90,Snow,light snow,3792
12/30/2013 9:00,None,181,68,1,302,7,7,251.11,0,0,90,Haze,haze,3792
12/30/2013 10:00,None,23,68,1,302,5,5,253.34,0,0,90,Snow,light snow,3793
12/30/2013 10:00,None,162,56,6,300,1,1,253.34,0,0,90,Haze,haze,3793
12/30/2013 11:00,None,205,56,7,280,6,6,254.44,0,0,90,Snow,light snow,3829
12/30/2013 12:00,None,187,57,7,270,7,7,255.29,0,0,90,Snow,light snow,3672
12/30/2013 13:00,None,104,57,7,270,3,3,255.82,0,0,90,Snow,light snow,3285
12/30/2013 14:00,None,246,57,7,260,9,9,255.8,0,0,90,Snow,light snow,3781
12/30/2013 15:00,None,87,62,5,260,6,6,256.01,0.76,0,90,Rain,light rain,4233
12/30/2013 15:00,None,253,62,4,270,3,3,256.01,0.76,0,90,Snow,light snow,4233
12/30/2013 16:00,None,229,62,5,280,7,7,255.81,0.25,0,90,Rain,light rain,3938
12/30/2013 16:00,None,229,68,3,270,7,7,255.81,0.25,0,90,Snow,light snow,3938
12/30/2013 17:00,None,216,60,4,277,8,8,255.92,0,0,90,Snow,light snow,3835
12/30/2013 18:00,None,193,68,1,302,2,2,255.37,0,0,64,Clouds,broken clouds,3041
12/30/2013 19:00,None,124,68,1,302,9,9,256.12,0,0,64,Clouds,broken clouds,2337
12/30/2013 20:00,None,133,68,4,270,7,7,255.5,0,0,64,Clouds,broken clouds,1862
12/30/2013 21:00,None,247,75,3,250,3,3,255.79,0,0,64,Clouds,broken clouds,1668
12/30/2013 22:00,None,117,75,3,260,8,8,255.3,0,0,90,Snow,light snow,1413
12/30/2013 23:00,None,56,83,1,230,7,7,254.15,0,0,90,Snow,light snow,942
12/31/2013 0:00,None,207,83,2,220,1,1,251.31,0,0,64,Clouds,broken clouds,580
12/31/2013 1:00,None,60,75,2,230,7,7,250.14,0,0,1,Clear,sky is clear,351
12/31/2013 2:00,None,203,76,2,220,1,1,249.36,0,0,1,Clear,sky is clear,288
12/31/2013 3:00,None,79,69,1,240,8,8,249.15,0,0,1,Clear,sky is clear,294
12/31/2013 4:00,None,96,69,1,302,8,8,249.34,0,0,1,Clear,sky is clear,580
12/31/2013 5:00,None,84,76,1,200,2,2,249.67,0,0,1,Mist,mist,1861
12/31/2013 6:00,None,202,69,1,302,4,4,249.15,0,0,1,Clear,sky is clear,3832
12/31/2013 7:00,None,229,64,2,270,5,5,249.66,0,0,90,Clouds,overcast clouds,4232
12/31/2013 8:00,None,287,66,1,290,6,6,250.66,0,0,90,Clouds,overcast clouds,3821
12/31/2013 9:00,None,242,68,1,311,6,6,250.88,0,0,90,Clouds,overcast clouds,3648
12/31/2013 10:00,None,237,38,1,225,5,5,251.46,0,0,90,Clouds,overcast clouds,3576
12/31/2013 11:00,None,53,68,1,267,1,1,252.46,0,0,90,Clouds,overcast clouds,4103
12/31/2013 13:00,None,264,68,1,337,3,3,255.37,0,0,64,Clouds,broken clouds,4624
12/31/2013 14:00,None,259,38,2,315,1,1,255.41,0,0,64,Clouds,broken clouds,5064
12/31/2013 15:00,None,282,64,1,240,1,1,255.43,0,0,64,Clouds,broken clouds,5241
12/31/2013 16:00,None,182,57,1,302,3,3,251.13,0,0,1,Clear,sky is clear,5133
12/31/2013 17:00,None,245,76,1,302,1,1,249.44,0,0,1,Clear,sky is clear,4435
12/31/2013 18:00,None,55,76,1,250,5,5,251.43,0,0,20,Clouds,few clouds,3797
12/31/2013 19:00,None,230,77,2,270,1,1,248.13,0,0,1,Clear,sky is clear,4504
